event_bits,evt_cmd_reverse_trigger,evt_fn2_cur,evt_s0_not_down,evt_vt03_online,fric_set,high_freq,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,1,1,0.0,1,3,2,63440,0,1268843,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63441,0,1268863,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63442,0,1268883,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63443,0,1268903,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63444,0,1268923,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63445,0,1268943,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63446,0,1268963,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63447,0,1268983,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63448,0,1269003,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63449,0,1269023,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63450,0,1269043,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63451,0,1269063,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63452,0,1269083,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63453,0,1269103,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63454,0,1269123,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63455,0,1269143,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63456,0,1269163,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63457,0,1269183,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63458,0,1269203,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63459,0,1269223,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63460,0,1269243,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63461,0,1269263,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63462,0,1269283,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63463,0,1269303,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63464,0,1269323,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63465,0,1269343,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63466,0,1269363,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63467,0,1269383,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63468,0,1269403,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63469,0,1269423,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63470,0,1269443,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63471,0,1269463,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63472,0,1269483,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63473,0,1269503,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63474,0,1269523,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63475,0,1269543,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63476,0,1269563,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63477,0,1269583,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63478,0,1269603,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63479,0,1269623,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63480,0,1269643,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63481,0,1269663,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63482,0,1269683,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63483,0,1269703,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63484,0,1269723,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63485,0,1269743,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63486,0,1269763,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63487,0,1269783,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63488,0,1269803,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63489,0,1269823,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63490,0,1269843,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,63491,0,1269863,0,0.0,0
