event_bits,evt_cmd_shoot_toggle,evt_fn1_cur,evt_s0_not_down,evt_vt03_online,fric_set,high_freq,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,1,1,447100.0,0,3,2,51210,1,1024243,0,0.0,0
1048832,0,0,1,1,447100.0,0,3,2,51211,1,1024263,0,0.0,0
1048832,0,0,1,1,447100.0,0,3,2,51212,1,1024283,0,0.0,0
1048832,0,0,1,1,447100.0,0,3,2,51213,1,1024303,0,0.0,0
1048832,0,0,1,1,447100.0,0,3,2,51214,1,1024323,0,0.0,0
1048832,0,0,1,1,447100.0,0,3,2,51215,1,1024343,0,0.0,0
1048832,0,0,1,1,447100.0,0,3,2,51216,1,1024363,0,0.0,0
1048832,0,0,1,1,447100.0,0,3,2,51217,1,1024383,0,0.0,0
1048832,0,0,1,1,447100.0,0,3,2,51218,1,1024403,0,0.0,0
1048832,0,0,1,1,447100.0,0,3,2,51219,1,1024423,0,0.0,0
1049344,0,1,1,1,447100.0,0,3,2,51220,1,1024443,0,0.0,0
1049344,0,1,1,1,447100.0,0,3,2,51221,1,1024463,0,0.0,0
1049344,0,1,1,1,447100.0,0,3,2,51222,1,1024483,0,0.0,0
1049344,0,1,1,1,447100.0,0,3,2,51223,1,1024503,0,0.0,0
1049344,0,1,1,1,447100.0,0,3,2,51224,1,1024523,0,0.0,0
1049344,0,1,1,1,447100.0,0,3,2,51225,1,1024543,0,0.0,0
1049344,0,1,1,1,447100.0,0,3,2,51226,1,1024563,0,0.0,0
1049344,0,1,1,1,447100.0,0,3,2,51227,1,1024583,0,0.0,0
1049344,0,1,1,1,447100.0,0,3,2,51228,1,1024603,0,0.0,0
1049344,0,1,1,1,447100.0,0,3,2,51229,1,1024623,0,0.0,0
1049344,0,1,1,1,447100.0,0,3,2,51230,1,1024643,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51231,0,1024663,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51232,0,1024683,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51233,0,1024703,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51234,0,1024723,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51235,0,1024743,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51236,0,1024763,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51237,0,1024783,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51238,0,1024803,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51239,0,1024823,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51240,0,1024843,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51241,0,1024863,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51242,0,1024883,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51243,0,1024903,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51244,0,1024923,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51245,0,1024943,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51246,0,1024963,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51247,0,1024983,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51248,0,1025003,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51249,0,1025023,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51250,0,1025043,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51251,0,1025063,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51252,0,1025083,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51253,0,1025103,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51254,0,1025123,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51255,0,1025143,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51256,0,1025163,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51257,0,1025183,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51258,0,1025203,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51259,0,1025223,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51260,0,1025243,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51261,0,1025263,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51262,0,1025283,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51263,0,1025303,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51264,0,1025323,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51265,0,1025343,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51266,0,1025363,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51267,0,1025383,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51268,0,1025403,0,0.0,0
1048832,0,0,1,1,0.0,0,3,2,51269,0,1025423,0,0.0,0
