event_bits,evt_dial_neg,evt_dial_pos,evt_fn1_cur,evt_s0_not_down,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,high_freq,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,0,1,1,9699,-9897,325500.0,1,3,2,86839,1,1736823,0,0.0,0
1048832,0,0,0,1,1,9695,-9884,325500.0,1,3,2,86840,1,1736843,0,0.0,0
1048832,0,0,0,1,1,9707,-9901,325500.0,1,3,2,86841,1,1736863,0,0.0,0
1048832,0,0,0,1,1,9686,-9871,325500.0,1,3,2,86842,1,1736883,0,0.0,0
1048832,0,0,0,1,1,9718,-9873,325500.0,1,3,2,86843,1,1736903,0,0.0,0
1048832,0,0,0,1,1,9711,-9899,325500.0,1,3,2,86844,1,1736923,0,0.0,0
1048832,0,0,0,1,1,9686,-9892,325500.0,1,3,2,86845,1,1736943,0,0.0,0
1048832,0,0,0,1,1,9711,-9901,325500.0,1,3,2,86846,1,1736963,0,0.0,0
1048832,0,0,0,1,1,9726,-9915,325500.0,1,3,2,86847,1,1736983,0,0.0,0
1048832,0,0,0,1,1,9678,-9905,325500.0,1,3,2,86848,1,1737003,0,0.0,0
1048832,0,0,0,1,1,9699,-9886,325500.0,1,3,2,86849,1,1737023,0,0.0,0
1048832,0,0,0,1,1,9718,-9894,325500.0,1,3,2,86850,1,1737043,0,0.0,0
1048832,0,0,0,1,1,9693,-9890,325500.0,1,3,2,86851,1,1737063,0,0.0,0
1048832,0,0,0,1,1,9716,-9865,325500.0,1,3,2,86852,1,1737083,0,0.0,0
1048832,0,0,0,1,1,9699,-9897,325500.0,1,3,2,86853,1,1737103,0,0.0,0
1048832,0,0,0,1,1,9688,-9901,325500.0,1,3,2,86854,1,1737123,0,0.0,0
1048832,0,0,0,1,1,9728,-9907,325500.0,1,3,2,86855,1,1737143,0,0.0,0
1048832,0,0,0,1,1,9697,-9917,325500.0,1,3,2,86856,1,1737163,0,0.0,0
1048832,0,0,0,1,1,9686,-9920,325500.0,1,3,2,86857,1,1737183,0,0.0,0
1048832,0,0,0,1,1,9718,-9909,325500.0,1,3,2,86858,1,1737203,0,0.0,0
1048832,0,0,0,1,1,9699,-9897,325500.0,1,3,2,86859,1,1737223,0,0.0,0
1048832,0,0,0,1,1,9678,-9892,325500.0,1,3,2,86860,1,1737243,0,0.0,0
1048832,0,0,0,1,1,9709,-9892,325500.0,1,3,2,86861,1,1737263,0,0.0,0
1048832,0,0,0,1,1,9701,-9880,325500.0,1,3,2,86862,1,1737283,0,0.0,0
1048832,0,0,0,1,1,9699,-9903,325500.0,1,3,2,86863,1,1737303,0,0.0,0
1048832,0,0,0,1,1,9722,-9901,325500.0,1,3,2,86864,1,1737323,0,0.0,0
1048832,0,0,0,1,1,9680,-9905,325500.0,1,3,2,86865,1,1737343,0,0.0,0
1048832,0,0,0,1,1,9697,-9922,325500.0,1,3,2,86866,1,1737363,0,0.0,0
1573120,1,0,0,1,1,9728,-9913,324300.0,1,3,2,86867,1,1737383,0,0.0,0
1573120,1,0,0,1,1,9693,-9905,322300.0,1,3,2,86868,1,1737403,0,0.0,0
1573120,1,0,0,1,1,9709,-9890,320300.0,1,3,2,86869,1,1737423,0,0.0,0
1573120,1,0,0,1,1,9711,-9894,318300.0,1,3,2,86870,1,1737443,0,0.0,0
1573120,1,0,0,1,1,9686,-9876,316300.0,1,3,2,86871,1,1737463,0,0.0,0
1573120,1,0,0,1,1,9720,-9869,314300.0,1,3,2,86872,1,1737483,0,0.0,0
1573120,1,0,0,1,1,9703,-9882,312300.0,1,3,2,86873,1,1737503,0,0.0,0
1573120,1,0,0,1,1,9690,-9882,310300.0,1,3,2,86874,1,1737523,0,0.0,0
1573120,1,0,0,1,1,9730,-9880,308300.0,1,3,2,86875,1,1737543,0,0.0,0
1573120,1,0,0,1,1,9707,-9913,306300.0,1,3,2,86876,1,1737563,0,0.0,0
1573120,1,0,0,1,1,9674,-9920,304300.0,1,3,2,86877,1,1737583,0,0.0,0
1573120,1,0,0,1,1,9711,-9903,302300.0,1,3,2,86878,1,1737603,0,0.0,0
1573120,1,0,0,1,1,9709,-9905,300300.0,1,3,2,86879,1,1737623,0,0.0,0
1573120,1,0,0,1,1,9697,-9897,298300.0,1,3,2,86880,1,1737643,0,0.0,0
1573120,1,0,0,1,1,9718,-9871,296300.0,1,3,2,86881,1,1737663,0,0.0,0
1573120,1,0,0,1,1,9693,-9876,294300.0,1,3,2,86882,1,1737683,0,0.0,0
1573120,1,0,0,1,1,9705,-9888,292300.0,1,3,2,86883,1,1737703,0,0.0,0
1573120,1,0,0,1,1,9732,-9888,290300.0,1,3,2,86884,1,1737723,0,0.0,0
1573120,1,0,0,1,1,9686,-9909,288300.0,1,3,2,86885,1,1737743,0,0.0,0
1573120,1,0,0,1,1,9697,-9926,286300.0,1,3,2,86886,1,1737763,0,0.0,0
1048832,0,0,0,1,1,9728,-9917,285500.0,1,3,2,86887,1,1737783,0,0.0,0
1048832,0,0,0,1,1,9695,-9909,285500.0,1,3,2,86888,1,1737803,0,0.0,0
1048832,0,0,0,1,1,9709,-9909,285500.0,1,3,2,86889,1,1737823,0,0.0,0
1048832,0,0,0,1,1,9703,-9901,285500.0,1,3,2,86890,1,1737843,0,0.0,0
1048832,0,0,0,1,1,9684,-9873,285500.0,1,3,2,86891,1,1737863,0,0.0,0
1048832,0,0,0,1,1,9701,-9876,285500.0,1,3,2,86892,1,1737883,0,0.0,0
1048832,0,0,0,1,1,9711,-9886,285500.0,1,3,2,86893,1,1737903,0,0.0,0
1048832,0,0,0,1,1,9684,-9890,285500.0,1,3,2,86894,1,1737923,0,0.0,0
1048832,0,0,0,1,1,9722,-9924,285500.0,1,3,2,86895,1,1737943,0,0.0,0
1048832,0,0,0,1,1,9718,-9926,285500.0,1,3,2,86896,1,1737963,0,0.0,0
1048832,0,0,0,1,1,9674,-9920,285500.0,1,3,2,86897,1,1737983,0,0.0,0
1048832,0,0,0,1,1,9705,-9903,285500.0,1,3,2,86898,1,1738003,0,0.0,0
1048832,0,0,0,1,1,9705,-9907,285500.0,1,3,2,86899,1,1738023,0,0.0,0
1048832,0,0,0,1,1,9697,-9882,285500.0,1,3,2,86900,1,1738043,0,0.0,0
1048832,0,0,0,1,1,9720,-9873,285500.0,1,3,2,86901,1,1738063,0,0.0,0
1048832,0,0,0,1,1,9693,-9886,285500.0,1,3,2,86902,1,1738083,0,0.0,0
1048832,0,0,0,1,1,9688,-9884,285500.0,1,3,2,86903,1,1738103,0,0.0,0
1048832,0,0,0,1,1,9728,-9878,285500.0,1,3,2,86904,1,1738123,0,0.0,0
1048832,0,0,0,1,1,9693,-9911,285500.0,1,3,2,86905,1,1738143,0,0.0,0
1048832,0,0,0,1,1,9701,-9922,285500.0,1,3,2,86906,1,1738163,0,0.0,0
1048832,0,0,0,1,1,9713,-9922,285500.0,1,3,2,86907,1,1738183,0,0.0,0
1048832,0,0,0,1,1,9697,-9911,285500.0,1,3,2,86908,1,1738203,0,0.0,0
1048832,0,0,0,1,1,9684,-9897,285500.0,1,3,2,86909,1,1738223,0,0.0,0
1048832,0,0,0,1,1,9709,-9873,285500.0,1,3,2,86910,1,1738243,0,0.0,0
1048832,0,0,0,1,1,9684,-9876,285500.0,1,3,2,86911,1,1738263,0,0.0,0
1048832,0,0,0,1,1,9709,-9884,285500.0,1,3,2,86912,1,1738283,0,0.0,0
1048832,0,0,0,1,1,9716,-9884,285500.0,1,3,2,86913,1,1738303,0,0.0,0
1048832,0,0,0,1,1,9670,-9905,285500.0,1,3,2,86914,1,1738323,0,0.0,0
1048832,0,0,0,1,1,9705,-9922,285500.0,1,3,2,86915,1,1738343,0,0.0,0
