event_bits,evt_dial_neg,evt_dial_pos,evt_s0_not_down,evt_vt03_online,fric1_rpm,fric2_rpm,fric_set,high_freq,rc_ch3,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71087,0,1421783,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71088,0,1421803,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71089,0,1421823,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71090,0,1421843,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71091,0,1421863,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71092,0,1421883,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71093,0,1421903,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71094,0,1421923,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71095,0,1421943,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71096,0,1421963,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71097,0,1421983,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71098,0,1422003,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71099,0,1422023,0,0.0,0
1048832,0,0,1,1,0,2,0.0,1,0,3,2,71100,0,1422043,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71101,0,1422063,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71102,0,1422083,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71103,0,1422103,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71104,0,1422123,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71105,0,1422143,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71106,0,1422163,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71107,0,1422183,0,0.0,0
1048832,0,0,1,1,0,2,0.0,1,0,3,2,71108,0,1422203,0,0.0,0
1048832,0,0,1,1,0,-7,0.0,1,0,3,2,71109,0,1422223,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71110,0,1422243,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71111,0,1422263,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71112,0,1422283,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71113,0,1422303,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71114,0,1422323,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71115,0,1422343,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71116,0,1422363,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71117,0,1422383,0,0.0,0
1048832,0,0,1,1,0,2,0.0,1,0,3,2,71118,0,1422403,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71119,0,1422423,0,0.0,0
1048832,0,0,1,1,0,2,0.0,1,0,3,2,71120,0,1422443,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71121,0,1422463,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71122,0,1422483,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71123,0,1422503,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71124,0,1422523,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71125,0,1422543,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71126,0,1422563,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71127,0,1422583,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71128,0,1422603,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71129,0,1422623,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71130,0,1422643,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71131,0,1422663,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71132,0,1422683,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71133,0,1422703,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71134,0,1422723,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71135,0,1422743,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71136,0,1422763,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71137,0,1422783,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71138,0,1422803,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71139,0,1422823,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71140,0,1422843,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71141,0,1422863,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71142,0,1422883,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71143,0,1422903,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71144,0,1422923,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71145,0,1422943,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71146,0,1422963,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71147,0,1422983,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71148,0,1423003,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71149,0,1423023,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71150,0,1423043,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71151,0,1423063,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71152,0,1423083,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71153,0,1423103,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71154,0,1423123,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71155,0,1423143,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71156,0,1423163,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71157,0,1423183,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71158,0,1423203,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71159,0,1423223,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71160,0,1423243,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71161,0,1423263,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71162,0,1423283,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71163,0,1423303,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71164,0,1423323,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71165,0,1423343,0,0.0,0
1048832,0,0,1,1,0,-7,0.0,1,0,3,2,71166,0,1423363,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71167,0,1423383,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71168,0,1423403,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71169,0,1423423,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71170,0,1423443,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71171,0,1423463,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71172,0,1423483,0,0.0,0
1048832,0,0,1,1,0,2,0.0,1,0,3,2,71173,0,1423503,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71174,0,1423523,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71175,0,1423543,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71176,0,1423563,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71177,0,1423583,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71178,0,1423603,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71179,0,1423623,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71180,0,1423643,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71181,0,1423663,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71182,0,1423683,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71183,0,1423703,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71184,0,1423723,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71185,0,1423743,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71186,0,1423763,0,0.0,0
1048832,0,0,1,1,0,2,0.0,1,0,3,2,71187,0,1423783,0,0.0,0
1048832,0,0,1,1,0,0,0.0,1,0,3,2,71188,0,1423803,0,0.0,0
1048832,0,0,1,1,0,-3,0.0,1,0,3,2,71189,0,1423823,0,0.0,0
