event_bits,evt_cmd_high_freq_toggle,evt_fn1_cur,evt_s0_not_down,evt_vt03_online,fric_set,high_freq,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,1,1,0.0,1,3,2,55084,0,1101723,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55085,0,1101743,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55086,0,1101763,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55087,0,1101783,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55088,0,1101803,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55089,0,1101823,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55090,0,1101843,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55091,0,1101863,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55092,0,1101883,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55093,0,1101903,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55094,0,1101923,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55095,0,1101943,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55096,0,1101963,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55097,0,1101983,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55098,0,1102003,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55099,0,1102023,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55100,0,1102043,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55101,0,1102063,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55102,0,1102083,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55103,0,1102103,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55104,0,1102123,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55105,0,1102143,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55106,0,1102163,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55107,0,1102183,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55108,0,1102203,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55109,0,1102223,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55110,0,1102243,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55111,0,1102263,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55112,0,1102283,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55113,0,1102303,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55114,0,1102323,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55115,0,1102343,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55116,0,1102363,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55117,0,1102383,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55118,0,1102403,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55119,0,1102423,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55120,0,1102443,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55121,0,1102463,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55122,0,1102483,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55123,0,1102503,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55124,0,1102523,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55125,0,1102543,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55126,0,1102563,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55127,0,1102583,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55128,0,1102603,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55129,0,1102623,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55130,0,1102643,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55131,0,1102663,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55132,0,1102683,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55133,0,1102703,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55134,0,1102723,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55135,0,1102743,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55136,0,1102763,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55137,0,1102783,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55138,0,1102803,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55139,0,1102823,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55140,0,1102843,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,55141,0,1102863,0,0.0,0
