event_bits,evt_cmd_burst_toggle,evt_fn2_cur,evt_s0_not_down,evt_vt03_online,fric_set,high_freq,rc_s0,rc_s1,seq,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,1,1,0.0,1,3,2,59573,0,1191503,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59574,0,1191523,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59575,0,1191543,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59576,0,1191563,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59577,0,1191583,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59578,0,1191603,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59579,0,1191623,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59580,0,1191643,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59581,0,1191663,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59582,0,1191683,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59583,0,1191703,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59584,0,1191723,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59585,0,1191743,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59586,0,1191763,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59587,0,1191783,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59588,0,1191803,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59589,0,1191823,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59590,0,1191843,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59591,0,1191863,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59592,0,1191883,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59593,0,1191903,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59594,0,1191923,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59595,0,1191943,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59596,0,1191963,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59597,0,1191983,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59598,0,1192003,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59599,0,1192023,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59600,0,1192043,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59601,0,1192063,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59602,0,1192083,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59603,0,1192103,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59604,0,1192123,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59605,0,1192143,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59606,0,1192163,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59607,0,1192183,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59608,0,1192203,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59609,0,1192223,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59610,0,1192243,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59611,0,1192263,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59612,0,1192283,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59613,0,1192303,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59614,0,1192323,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59615,0,1192343,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59616,0,1192363,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59617,0,1192383,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59618,0,1192403,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59619,0,1192423,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59620,0,1192443,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59621,0,1192463,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59622,0,1192483,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59623,0,1192503,0,0.0,0
1048832,0,0,1,1,0.0,1,3,2,59624,0,1192523,0,0.0,0
