evt_dial_neg,evt_dial_pos,fric1_rpm,fric_set,shoot_mode
0,0,4903,4900.0,2
0,0,4846,4900.0,2
0,0,4905,4900.0,2
0,0,4859,4900.0,2
0,0,4875,4900.0,2
0,0,4907,4900.0,2
0,0,4865,4900.0,2
0,0,4913,4900.0,2
0,0,4869,4900.0,2
0,0,4873,4900.0,2
1,0,4890,4900.0,2
1,0,4900,4900.0,2
1,0,4848,4900.0,2
1,0,4909,4900.0,2
1,0,4861,4900.0,2
1,0,4882,4900.0,2
1,0,4905,4900.0,2
1,0,4863,4900.0,2
1,0,4913,4900.0,2
1,0,4871,4900.0,2
1,0,4877,4900.0,2
1,0,4890,4900.0,2
1,0,4879,4900.0,2
1,0,4907,4900.0,2
1,0,4909,4900.0,2
1,0,4856,4900.0,2
1,0,4882,4900.0,2
1,0,4905,4900.0,2
1,0,4865,4900.0,2
1,0,4915,4900.0,2
1,0,4871,4900.0,2
1,0,4882,4900.0,2
1,0,4888,4900.0,2
1,0,4879,4900.0,2
1,0,4907,4900.0,2
1,0,4884,4900.0,2
1,0,4890,4900.0,2
1,0,4882,4900.0,2
1,0,4873,4900.0,2
1,0,4907,4900.0,2
1,0,4915,4900.0,2
1,0,4871,4900.0,2
1,0,4884,4900.0,2
1,0,4888,4900.0,2
1,0,4882,4900.0,2
1,0,4907,4900.0,2
1,0,4882,4900.0,2
1,0,4892,4900.0,2
1,0,4877,4900.0,2
1,0,4873,4900.0,2
1,0,4903,4900.0,2
1,0,4869,4900.0,2
1,0,4915,4900.0,2
1,0,4882,4900.0,2
1,0,4884,4900.0,2
1,0,4882,4900.0,2
1,0,4909,4900.0,2
1,0,4884,4900.0,2
1,0,4896,4900.0,2
1,0,4877,4900.0,2
1,0,4873,4900.0,2
1,0,4900,4900.0,2
1,0,4869,4900.0,2
1,0,4917,4900.0,2
1,0,4882,4900.0,2
1,0,4877,4900.0,2
1,0,4911,4900.0,2
1,0,4846,4900.0,2
1,0,4911,4900.0,2
1,0,4871,4900.0,2
1,0,4873,4900.0,2
1,0,4871,4900.0,2
1,0,4900,4900.0,2
1,0,4869,4900.0,2
1,0,4915,4900.0,2
1,0,4882,4900.0,2
1,0,4875,4900.0,2
1,0,4911,4900.0,2
1,0,4846,4900.0,2
1,0,4909,4900.0,2
1,0,4871,4900.0,2
1,0,4882,4900.0,2
1,0,4917,4900.0,2
1,0,4903,4900.0,2
1,0,4869,4900.0,2
1,0,4917,4900.0,2
1,0,4879,4900.0,2
1,0,4875,4900.0,2
1,0,4911,4900.0,2
1,0,4846,4900.0,2
1,0,4911,4900.0,2
1,0,4871,4900.0,2
1,0,4884,4900.0,2
1,0,4919,4900.0,2
1,0,4852,4900.0,2
1,0,4898,4900.0,2
1,0,4867,4900.0,2
1,0,4871,4900.0,2
1,0,4926,4900.0,2
1,0,4911,4900.0,2
1,0,4846,4900.0,2
1,0,4913,4900.0,2
1,0,4873,4900.0,2
1,0,4884,4900.0,2
1,0,4917,4900.0,2
1,0,4850,4900.0,2
0,0,4900,4900.0,2
0,0,4867,4900.0,2
0,0,4873,4900.0,2
0,0,4926,4900.0,2
0,0,4867,4900.0,2
0,0,4907,4900.0,2
0,0,4871,4900.0,2
0,0,4871,4900.0,2
0,0,4882,4900.0,2
0,0,4917,4900.0,2
0,0,4852,4900.0,2
0,0,4900,4900.0,2
0,0,4867,4900.0,2
0,0,4873,4900.0,2
0,0,4923,4900.0,2
0,0,4867,4900.0,2
0,0,4905,4900.0,2
0,0,4871,4900.0,2
0,0,4856,4900.0,2
0,0,4905,4900.0,2
0,0,4865,4900.0,2
0,0,4898,4900.0,2
0,0,4898,4900.0,2
0,1,4917,5000.0,2
0,1,4982,5000.0,2
0,1,4972,5000.0,2
0,1,4992,5000.0,2
0,1,4982,5000.0,2
0,1,5024,5100.0,2
0,1,5062,5100.0,2
0,1,5105,5100.0,2
0,1,5103,5100.0,2
0,1,5114,5100.0,2
0,1,5114,5200.0,2
0,1,5181,5200.0,2
0,1,5198,5200.0,2
0,1,5206,5200.0,2
0,1,5149,5200.0,2
0,1,5246,5300.0,2
0,1,5327,5300.0,2
0,1,5269,5300.0,2
0,1,5258,5300.0,2
0,1,5311,5300.0,2
0,1,5304,5400.0,2
0,1,5403,5400.0,2
0,1,5348,5400.0,2
0,1,5415,5400.0,2
0,1,5359,5400.0,2
0,1,5461,5500.0,2
0,0,5495,5500.0,2
0,0,5449,5500.0,2
0,0,5499,5500.0,2
0,0,5495,5500.0,2
0,0,5476,5500.0,2
0,0,5461,5500.0,2
0,0,5486,5500.0,2
0,0,5497,5500.0,2
0,0,5495,5500.0,2
0,0,5453,5500.0,2
0,0,5459,5500.0,2
0,0,5486,5500.0,2
0,0,5524,5500.0,2
0,0,5505,5500.0,2
0,0,5465,5500.0,2
0,0,5440,5500.0,2
0,0,5488,5500.0,2
0,0,5497,5500.0,2
0,0,5463,5500.0,2
0,0,5480,5500.0,2
0,0,5497,5500.0,2
0,0,5514,5500.0,2
