ff_b_hat,pitch_cur,pitch_rel,pitch_rel_set,rc_ch3
8031,8771,0.188,0.189,0
8041,8784,0.188,0.189,0
8051,8797,0.188,0.189,0
8061,8811,0.188,0.189,0
8071,8824,0.188,0.189,0
8081,8792,0.189,0.189,0
8091,8853,0.188,0.189,0
8101,8866,0.188,0.189,0
8111,8832,0.189,0.189,0
8121,8846,0.189,0.189,0
8131,8864,0.189,0.189,0
8141,8924,0.188,0.189,0
8151,8889,0.189,0.189,0
8161,8950,0.188,0.189,0
8171,8917,0.189,0.189,0
8181,8927,0.189,0.189,0
8191,8937,0.189,0.189,0
8201,8950,0.189,0.189,0
8211,8963,0.189,0.189,0
8221,8974,0.189,0.189,0
8231,8983,0.189,0.189,0
8241,8994,0.189,0.189,0
8251,9003,0.189,0.189,0
8261,9014,0.189,0.189,0
8271,9024,0.189,0.189,0
8281,9033,0.189,0.189,0
8291,9043,0.189,0.189,0
8301,9053,0.189,0.189,0
8311,9063,0.189,0.189,0
8321,9073,0.189,0.189,0
8331,9082,0.189,0.189,0
8341,9092,0.189,0.189,0
8351,9102,0.189,0.189,0
8361,9112,0.189,0.189,0
8371,9122,0.189,0.189,0
8381,9131,0.189,0.189,0
8391,9141,0.189,0.189,0
8401,9152,0.189,0.189,0
8411,9161,0.189,0.189,0
8421,9171,0.189,0.189,0
8431,9134,0.19,0.189,0
8441,9190,0.189,0.189,0
8451,9200,0.189,0.189,0
8461,9210,0.189,0.189,0
8471,9219,0.189,0.189,0
8481,9184,0.19,0.189,0
8491,9241,0.189,0.189,0
8501,9251,0.189,0.189,0
8511,9261,0.189,0.189,0
8521,9224,0.19,0.189,0
8531,9232,0.19,0.189,0
8541,9245,0.19,0.189,0
8551,9299,0.189,0.189,0
8561,9260,0.19,0.189,0
8571,9269,0.19,0.189,0
8581,9278,0.19,0.189,0
8591,9288,0.19,0.189,0
8601,9297,0.19,0.189,0
8611,9350,0.189,0.189,0
8621,9310,0.19,0.189,0
8631,9317,0.19,0.189,0
8641,9324,0.19,0.189,0
8651,9333,0.19,0.189,0
8661,9340,0.19,0.189,0
8671,9346,0.19,0.189,0
8681,9353,0.19,0.189,0
8691,9360,0.19,0.189,0
8701,9366,0.19,0.189,0
8711,9372,0.19,0.189,0
8721,9378,0.19,0.189,0
8731,9385,0.19,0.189,0
8741,9391,0.19,0.189,0
8751,9397,0.19,0.189,0
8761,9403,0.19,0.189,0
8771,9409,0.19,0.189,0
8781,9415,0.19,0.189,0
8791,9421,0.19,0.189,0
8801,9427,0.19,0.189,0
8811,9434,0.19,0.189,0
8821,9440,0.19,0.189,0
8831,9446,0.19,0.189,0
8841,9452,0.19,0.189,0
8851,9458,0.19,0.189,0
8861,9464,0.19,0.189,0
8871,9470,0.19,0.189,0
8881,9476,0.19,0.189,0
8891,9482,0.19,0.189,0
8901,9489,0.19,0.189,0
8911,9495,0.19,0.189,0
8921,9501,0.19,0.189,0
8931,9507,0.19,0.189,0
8941,9514,0.19,0.189,0
8951,9519,0.19,0.189,0
8961,9525,0.19,0.189,0
8971,9533,0.19,0.189,0
8981,9538,0.19,0.189,0
8991,9546,0.19,0.189,0
9001,9551,0.19,0.189,0
9011,9555,0.19,0.189,0
9021,9562,0.19,0.189,0
9031,9570,0.19,0.189,0
9041,9575,0.19,0.189,0
9051,9533,0.19,0.189,0
9061,9543,0.19,0.189,0
9071,9595,0.19,0.189,0
9081,9600,0.19,0.189,0
9091,9560,0.19,0.189,0
9101,9563,0.19,0.189,0
9111,9566,0.19,0.189,0
9121,9619,0.19,0.189,0
9131,9581,0.19,0.189,0
9141,9630,0.19,0.189,0
9151,9636,0.19,0.189,0
9161,9595,0.19,0.189,0
9171,9597,0.19,0.189,0
9181,9597,0.19,0.189,0
9191,9603,0.19,0.189,0
9201,9607,0.19,0.189,0
9211,9611,0.19,0.189,0
9221,9614,0.19,0.189,0
9231,9617,0.19,0.189,0
9241,9621,0.19,0.189,0
9251,9625,0.19,0.189,0
9261,9628,0.19,0.189,0
9271,9629,0.19,0.189,0
9281,9632,0.19,0.189,0
9291,9635,0.19,0.189,0
9301,9636,0.19,0.189,0
9311,9639,0.19,0.189,0
9321,9642,0.19,0.189,0
9331,9646,0.19,0.189,0
9341,9649,0.19,0.189,0
9351,9652,0.19,0.189,0
9361,9655,0.19,0.189,0
9371,9657,0.19,0.189,0
9381,9660,0.19,0.189,0
9391,9662,0.19,0.189,0
9401,9664,0.19,0.189,0
9411,9667,0.19,0.189,0
9421,9669,0.19,0.189,0
9431,9672,0.19,0.189,0
9441,9674,0.19,0.189,0
9451,9677,0.19,0.189,0
9461,9679,0.19,0.189,0
9471,9682,0.19,0.189,0
9481,9684,0.19,0.189,0
9491,9687,0.19,0.189,0
9501,9689,0.19,0.189,0
9511,9691,0.19,0.189,0
9521,9694,0.19,0.189,0
9531,9696,0.19,0.189,0
9541,9699,0.19,0.189,0
9551,9701,0.19,0.189,0
9561,9704,0.19,0.189,0
9571,9706,0.19,0.189,0
9581,9709,0.19,0.189,0
9591,9711,0.19,0.189,0
9601,9713,0.19,0.189,0
9611,9716,0.19,0.189,0
9621,9718,0.19,0.189,0
9631,9721,0.19,0.189,0
9641,9723,0.19,0.189,0
9650,9725,0.19,0.189,0
9658,9725,0.19,0.189,0
9666,9725,0.19,0.189,0
9672,9724,0.19,0.189,0
9678,9722,0.19,0.189,0
9682,9719,0.19,0.189,0
9686,9716,0.19,0.189,0
9689,9711,0.19,0.189,0
9691,9706,0.19,0.189,0
9692,9699,0.19,0.189,0
9693,9692,0.19,0.189,0
9692,9684,0.19,0.189,0
9691,9675,0.19,0.189,0
9689,9665,0.19,0.189,0
9685,9655,0.19,0.189,0
9681,9643,0.19,0.189,0
9676,9631,0.19,0.189,0
9671,9617,0.19,0.189,0
9664,9603,0.19,0.189,0
9656,9588,0.19,0.189,0
9648,9572,0.19,0.189,0
9639,9555,0.19,0.189,0
9629,9538,0.19,0.189,0
9619,9520,0.19,0.189,0
9609,9503,0.19,0.189,-6
9599,9489,0.19,0.189,-15
9589,9480,0.19,0.189,-33
9579,9465,0.19,0.189,-47
9569,9449,0.19,0.189,-103
9559,9434,0.19,0.189,-154
9549,9419,0.19,0.189,-296
9539,9404,0.19,0.189,-371
9529,9389,0.19,0.189,-430
9519,9373,0.19,0.189,-511
9509,9358,0.19,0.189,-539
9499,9344,0.19,0.189,-599
9489,9329,0.19,0.189,-625
9479,9312,0.19,0.189,-656
9469,9298,0.19,0.189,-660
9459,9282,0.19,0.189,-660
9449,9268,0.19,0.189,-660
9439,9296,0.19,0.189,-660
9429,9236,0.19,0.189,-660
9419,9268,0.19,0.189,-660
9409,9252,0.19,0.189,-660
9399,9240,0.19,0.189,-660
9389,9226,0.19,0.189,-660
9379,9164,0.19,0.189,-660
9369,9197,0.19,0.189,-660
9359,9187,0.19,0.189,-660
9349,9174,0.19,0.189,-660
9339,9160,0.19,0.189,-660
9329,9101,0.19,0.189,-660
9319,9134,0.19,0.189,-660
9309,9121,0.19,0.189,-660
9299,9111,0.19,0.189,-660
9289,9098,0.19,0.189,-660
9279,9084,0.19,0.189,-660
9269,9073,0.19,0.189,-660
9259,9061,0.19,0.189,-660
9249,9049,0.19,0.189,-660
9239,9038,0.19,0.189,-660
9229,9027,0.19,0.189,-660
9219,9015,0.19,0.189,-660
9209,9003,0.19,0.189,-660
9199,8992,0.19,0.189,-660
9189,8980,0.19,0.189,-660
9179,8969,0.19,0.189,-660
9169,8958,0.19,0.189,-660
9159,8946,0.19,0.189,-660
9149,8935,0.19,0.189,-660
9139,8923,0.19,0.189,-660
9129,8912,0.19,0.189,-660
9119,8901,0.19,0.189,-660
9109,8889,0.19,0.189,-644
9099,8878,0.19,0.189,-537
9089,8866,0.19,0.189,-480
9079,8855,0.19,0.189,-370
9069,8844,0.19,0.189,-324
9059,8832,0.19,0.189,-260
9049,8821,0.19,0.189,-238
9039,8809,0.19,0.189,-219
9029,8798,0.19,0.189,-177
9019,8787,0.19,0.189,-155
9009,8774,0.19,0.189,-113
8999,8764,0.19,0.189,-86
8989,8753,0.19,0.189,-29
8979,8741,0.19,0.189,-11
8969,8730,0.19,0.189,0
8959,8718,0.19,0.189,0
8949,8707,0.19,0.189,0
8939,8695,0.19,0.189,0
8929,8683,0.19,0.189,0
8919,8671,0.19,0.189,0
8909,8660,0.19,0.189,0
8899,8695,0.189,0.189,0
8889,8684,0.189,0.189,0
8879,8671,0.189,0.189,0
8869,8662,0.189,0.189,0
8859,8650,0.189,0.189,0
8849,8640,0.189,0.189,0
8839,8631,0.189,0.189,0
8829,8620,0.189,0.189,0
8819,8608,0.189,0.189,0
8809,8596,0.189,0.189,0
8799,8543,0.19,0.189,0
8789,8579,0.189,0.189,0
8779,8572,0.189,0.189,0
8769,8561,0.189,0.189,0
8759,8553,0.189,0.189,0
8749,8541,0.189,0.189,0
8739,8487,0.19,0.189,0
8729,8526,0.189,0.189,0
8719,8517,0.189,0.189,0
8709,8507,0.189,0.189,0
8699,8499,0.189,0.189,0
8689,8491,0.189,0.189,0
8679,8482,0.189,0.189,0
8669,8474,0.189,0.189,0
8659,8466,0.189,0.189,0
8649,8459,0.189,0.189,0
8639,8451,0.189,0.189,0
8629,8445,0.189,0.189,0
8619,8436,0.189,0.189,0
8609,8428,0.189,0.189,0
8599,8420,0.189,0.189,0
8589,8412,0.189,0.189,0
8579,8404,0.189,0.189,0
8569,8397,0.189,0.189,0
8559,8389,0.189,0.189,0
8549,8381,0.189,0.189,3
8539,8367,0.189,0.189,25
8529,8343,0.189,0.188,42
8519,8303,0.189,0.187,85
8509,8244,0.189,0.185,108
8499,8161,0.189,0.183,147
8489,8054,0.189,0.18,163
8479,7964,0.188,0.176,178
8469,7805,0.188,0.172,205
8459,7624,0.188,0.168,220
8449,7451,0.187,0.163,250
8439,7247,0.187,0.158,264
8429,7011,0.186,0.153,292
8419,6736,0.185,0.147,308
8409,6468,0.184,0.14,325
8399,6153,0.182,0.133,364
8389,5834,0.18,0.126,385
8379,5545,0.176,0.118,429
8369,5327,0.17,0.109,451
8359,5041,0.164,0.1,485
8349,4788,0.156,0.09,501
8339,4616,0.146,0.08,514
8333,4466,0.135,0.069,536
8333,4547,0.123,0.058,558
8333,4695,0.108,0.047,584
8333,4844,0.092,0.035,596
8333,5115,0.072,0.023,617
8333,5367,0.051,0.01,628
8333,5598,0.029,-0.001,640
8333,5930,0.006,-0.014,660
8333,6444,-0.019,-0.028,660
8333,6890,-0.043,-0.041,660
8333,7439,-0.069,-0.054,660
8333,7988,-0.093,-0.067,660
8333,8635,-0.118,-0.08,660
8333,9216,-0.141,-0.094,660
8333,9799,-0.163,-0.107,660
8333,10124,-0.178,-0.12,660
8337,9893,-0.181,-0.133,660
8347,9628,-0.179,-0.146,660
8357,9433,-0.178,-0.16,660
8367,9051,-0.174,-0.173,660
8377,8829,-0.174,-0.186,660
8387,8584,-0.174,-0.196,660
8397,8543,-0.175,-0.196,660
8406,8448,-0.175,-0.196,660
8399,8299,-0.174,-0.196,660
8389,8189,-0.174,-0.196,660
8379,8125,-0.175,-0.196,660
8369,8012,-0.175,-0.196,660
8359,7855,-0.174,-0.196,644
8349,7743,-0.174,-0.196,620
8339,7634,-0.174,-0.196,555
8329,7523,-0.174,-0.196,512
8319,7415,-0.174,-0.196,406
8309,7303,-0.174,-0.196,345
8299,7193,-0.174,-0.196,284
8289,7081,-0.174,-0.196,159
8279,7018,-0.175,-0.196,103
8269,6903,-0.175,-0.196,19
8259,6744,-0.174,-0.196,0
8249,6693,-0.175,-0.195,-71
8239,6625,-0.175,-0.193,-108
8229,6580,-0.175,-0.191,-144
8219,6575,-0.175,-0.187,-220
8209,6610,-0.175,-0.182,-258
8199,6692,-0.175,-0.176,-331
8189,6827,-0.175,-0.169,-367
8179,7016,-0.175,-0.161,-431
8169,7263,-0.175,-0.153,-460
8159,7567,-0.175,-0.143,-485
8149,7932,-0.175,-0.133,-527
8149,8365,-0.175,-0.122,-543
8159,8870,-0.175,-0.111,-567
8169,9436,-0.175,-0.1,-577
8179,10062,-0.175,-0.088,-595
8189,10751,-0.175,-0.076,-603
8199,11501,-0.175,-0.064,-612
8209,12280,-0.174,-0.051,-644
8219,13134,-0.174,-0.038,-655
8229,14009,-0.172,-0.025,-660
8239,14165,-0.169,-0.012,-660
8249,14316,-0.165,0.0,-660
8259,14452,-0.161,0.014,-660
8269,14548,-0.154,0.027,-660
8279,14603,-0.147,0.04,-660
8289,14666,-0.138,0.053,-660
8299,14686,-0.128,0.066,-660
8303,14667,-0.117,0.08,-660
8303,14645,-0.105,0.093,-660
8303,14620,-0.092,0.106,-660
8303,14538,-0.077,0.119,-660
8303,14525,-0.063,0.132,-660
8303,14446,-0.048,0.146,-660
8303,14324,-0.031,0.159,-660
8303,14093,-0.011,0.172,-660
8303,13897,0.009,0.185,-660
8303,13519,0.03,0.189,-660
8303,13124,0.051,0.189,-660
8303,12554,0.075,0.189,-660
8303,12056,0.1,0.189,-660
8303,11679,0.122,0.189,-660
8303,11229,0.145,0.189,-660
8303,10631,0.17,0.189,-660
8303,10059,0.192,0.189,-660
8303,9474,0.212,0.189,-660
8303,9072,0.226,0.189,-660
8303,8828,0.233,0.189,-660
8312,8787,0.234,0.189,-660
8322,8856,0.23,0.189,-660
8332,8886,0.226,0.189,-660
8342,8930,0.22,0.189,-660
8352,8940,0.216,0.189,-660
8362,8768,0.215,0.189,-660
8372,8614,0.215,0.189,-660
8382,8486,0.215,0.189,-660
8382,8323,0.216,0.189,-660
8372,8235,0.215,0.189,-647
8362,8090,0.215,0.189,-615
8352,7991,0.214,0.189,-571
8342,7852,0.214,0.189,-478
8332,7719,0.214,0.189,-432
8322,7589,0.214,0.189,-349
8312,7458,0.214,0.189,-313
8302,7367,0.213,0.189,-245
8292,7234,0.213,0.189,-213
8282,7142,0.213,0.189,-180
8272,7012,0.213,0.189,-100
8262,6887,0.213,0.189,-55
8252,6804,0.212,0.189,0
8242,6717,0.211,0.189,16
8232,6566,0.211,0.188,79
8222,6437,0.21,0.187,112
8212,6284,0.21,0.184,150
8202,6129,0.208,0.18,225
8192,5934,0.207,0.175,258
8182,5737,0.204,0.169,314
8172,5580,0.2,0.163,339
8162,5374,0.197,0.156,403
8152,5190,0.191,0.147,440
8142,5032,0.184,0.138,480
8132,4850,0.177,0.127,559
8122,4689,0.167,0.116,597
8113,4542,0.157,0.103,652
8112,4538,0.144,0.09,660
8112,4612,0.131,0.077,660
8112,4677,0.116,0.064,660
8112,4816,0.099,0.051,660
8112,5048,0.079,0.037,660
8112,5378,0.056,0.024,660
8112,5706,0.033,0.011,660
8112,6054,0.01,-0.001,660
8112,6598,-0.015,-0.014,660
8112,7121,-0.04,-0.028,660
8112,7658,-0.065,-0.041,660
8112,8256,-0.089,-0.054,660
8112,8953,-0.115,-0.067,660
8112,9544,-0.137,-0.08,660
8112,10091,-0.157,-0.094,660
8112,10555,-0.174,-0.107,660
8114,10456,-0.178,-0.12,660
8124,10203,-0.177,-0.133,660
8134,10061,-0.176,-0.146,660
8144,9841,-0.174,-0.16,660
8154,9582,-0.173,-0.173,660
8164,9372,-0.174,-0.186,660
8174,9104,-0.174,-0.196,660
8184,9005,-0.174,-0.196,660
8194,8861,-0.173,-0.196,660
8204,8811,-0.174,-0.196,639
8214,8715,-0.174,-0.196,616
8224,8619,-0.174,-0.196,546
8234,8525,-0.174,-0.196,508
8244,8428,-0.174,-0.196,421
8254,8333,-0.174,-0.196,372
8258,8232,-0.174,-0.196,320
8248,8116,-0.174,-0.196,211
8238,8001,-0.174,-0.196,156
8228,7839,-0.173,-0.196,59
8218,7724,-0.173,-0.196,22
8208,7655,-0.174,-0.196,-31
8198,7558,-0.174,-0.195,-71
8188,7488,-0.174,-0.193,-109
8178,7452,-0.174,-0.19,-184
8168,7453,-0.174,-0.186,-218
8158,7497,-0.174,-0.18,-300
8148,7589,-0.174,-0.174,-321
8138,7736,-0.174,-0.167,-425
8128,7948,-0.174,-0.158,-459
8125,8225,-0.174,-0.149,-486
8135,8577,-0.174,-0.138,-528
8145,8988,-0.174,-0.128,-543
8155,9461,-0.174,-0.117,-564
8165,9991,-0.174,-0.105,-571
8175,10580,-0.174,-0.094,-583
8185,11227,-0.174,-0.082,-588
8195,11935,-0.174,-0.07,-592
8205,12665,-0.173,-0.058,-602
8215,13454,-0.172,-0.046,-607
8225,13798,-0.171,-0.034,-620
8235,13988,-0.168,-0.021,-632
8245,14114,-0.164,-0.008,-657
8255,14241,-0.16,0.004,-660
8265,14368,-0.154,0.017,-660
8275,14484,-0.148,0.03,-660
8285,14552,-0.141,0.043,-660
8295,14618,-0.132,0.057,-660
8305,14598,-0.121,0.07,-660
8308,14629,-0.111,0.083,-660
8308,14559,-0.098,0.096,-660
8308,14572,-0.085,0.109,-660
8308,14520,-0.072,0.123,-660
8308,14494,-0.058,0.136,-660
8308,14410,-0.042,0.149,-660
8308,14245,-0.025,0.162,-660
8308,14026,-0.005,0.175,-660
8308,13830,0.015,0.189,-660
8308,13471,0.035,0.189,-660
8308,12981,0.057,0.189,-660
8308,12469,0.081,0.189,-660
8308,12009,0.105,0.189,-660
8308,11611,0.127,0.189,-660
8308,11146,0.15,0.189,-660
8308,10611,0.173,0.189,-660
8308,9959,0.196,0.189,-660
8308,9432,0.214,0.189,-660
8308,9036,0.227,0.189,-660
8310,8847,0.233,0.189,-660
8320,8866,0.233,0.189,-660
8330,8876,0.23,0.189,-660
8340,8903,0.225,0.189,-660
8350,8952,0.22,0.189,-660
8360,8925,0.216,0.189,-660
8370,8763,0.215,0.189,-660
8380,8614,0.215,0.189,-660
8390,8449,0.216,0.189,-660
8389,8327,0.216,0.189,-660
8379,8192,0.216,0.189,-660
8369,8092,0.215,0.189,-660
8359,7994,0.214,0.189,-659
8349,7852,0.214,0.189,-650
8339,7717,0.214,0.189,-583
8329,7586,0.214,0.189,-540
8319,7456,0.214,0.189,-453
8309,7325,0.214,0.189,-408
8299,7233,0.213,0.189,-364
8289,7142,0.213,0.189,-275
8279,7006,0.213,0.189,-229
8269,6880,0.213,0.189,-138
8259,6796,0.212,0.189,-95
8249,6666,0.212,0.189,-18
8239,6580,0.211,0.189,0
8229,6498,0.21,0.189,20
8219,6342,0.21,0.188,91
8209,6247,0.209,0.186,132
8199,6109,0.207,0.182,209
8189,5981,0.205,0.178,249
8179,5754,0.204,0.172,326
8169,5605,0.2,0.165,369
8159,5399,0.196,0.157,408
8149,5210,0.19,0.148,484
8139,5001,0.184,0.138,527
8129,4809,0.177,0.127,605
8119,4583,0.168,0.114,635
8110,4467,0.157,0.101,660
8109,4504,0.144,0.088,660
8109,4578,0.131,0.075,660
8109,4641,0.116,0.062,660
8109,4817,0.098,0.049,660
8109,5040,0.079,0.035,660
8109,5354,0.055,0.022,660
8109,5669,0.032,0.009,660
8109,6052,0.009,-0.003,660
8109,6585,-0.016,-0.016,660
8109,7099,-0.042,-0.03,660
8109,7679,-0.067,-0.043,660
8109,8310,-0.092,-0.056,660
8109,8954,-0.117,-0.069,660
8109,9585,-0.14,-0.082,660
8109,10183,-0.161,-0.096,660
8109,10565,-0.176,-0.109,660
8112,10416,-0.179,-0.122,660
8122,10192,-0.177,-0.135,660
8132,10011,-0.176,-0.148,660
8142,9790,-0.174,-0.162,660
8152,9561,-0.174,-0.175,660
8162,9293,-0.174,-0.188,660
8172,9101,-0.174,-0.196,660
8182,9005,-0.174,-0.196,660
8192,8911,-0.174,-0.196,660
8202,8820,-0.174,-0.196,660
8212,8727,-0.174,-0.196,660
8222,8635,-0.174,-0.196,660
8232,8544,-0.174,-0.196,660
8242,8452,-0.174,-0.196,645
8252,8360,-0.174,-0.196,583
8261,8267,-0.174,-0.196,542
8253,8158,-0.174,-0.196,441
8243,8046,-0.174,-0.196,381
8233,7935,-0.174,-0.196,261
8223,7823,-0.174,-0.196,204
8213,7712,-0.174,-0.196,151
8203,7600,-0.174,-0.196,57
8193,7488,-0.174,-0.196,20
8183,7377,-0.174,-0.196,-13
8173,7277,-0.174,-0.195,-45
8163,7198,-0.174,-0.194,-107
8153,7146,-0.174,-0.191,-138
8143,7124,-0.174,-0.188,-173
8133,7143,-0.174,-0.184,-251
8123,7207,-0.174,-0.178,-290
8113,7325,-0.174,-0.171,-383
8103,7502,-0.174,-0.163,-422
8093,7740,-0.174,-0.154,-487
8083,8041,-0.174,-0.145,-513
8091,8420,-0.174,-0.134,-533
8101,8862,-0.174,-0.123,-559
8111,9364,-0.174,-0.112,-568
8121,9926,-0.174,-0.1,-588
8131,10549,-0.174,-0.088,-600
8141,11237,-0.174,-0.076,-632
8151,11997,-0.174,-0.063,-647
8161,12787,-0.174,-0.05,-657
8171,13603,-0.172,-0.037,-660
8181,13941,-0.171,-0.024,-660
8191,14108,-0.167,-0.011,-660
8201,14253,-0.164,0.002,-660
8211,14396,-0.159,0.015,-660
8221,14494,-0.153,0.028,-660
8231,14587,-0.146,0.041,-660
8241,14639,-0.138,0.054,-660
8251,14646,-0.128,0.068,-660
8257,14615,-0.116,0.081,-660
8258,14624,-0.105,0.094,-660
8258,14589,-0.092,0.107,-660
8258,14586,-0.079,0.12,-660
8258,14515,-0.064,0.134,-660
8258,14468,-0.049,0.147,-660
8258,14334,-0.032,0.16,-660
8258,14133,-0.013,0.173,-660
8258,13923,0.006,0.186,-660
8258,13566,0.027,0.189,-660
8258,13117,0.049,0.189,-660
8258,12584,0.072,0.189,-660
8258,12073,0.097,0.189,-660
8258,11696,0.119,0.189,-660
8258,11238,0.142,0.189,-660
8258,10737,0.165,0.189,-660
8258,10128,0.188,0.189,-660
8258,9567,0.208,0.189,-660
8258,9105,0.223,0.189,-660
8258,8850,0.232,0.189,-660
8266,8799,0.233,0.189,-660
8276,8809,0.231,0.189,-660
8286,8854,0.227,0.189,-660
8296,8862,0.222,0.189,-660
8306,8876,0.217,0.189,-660
8316,8780,0.215,0.189,-660
8326,8612,0.215,0.189,-660
8336,8438,0.216,0.189,-660
8343,8320,0.216,0.189,-660
8335,8228,0.215,0.189,-660
8325,8090,0.215,0.189,-660
8315,7995,0.214,0.189,-660
8305,7854,0.214,0.189,-660
8295,7720,0.214,0.189,-643
8285,7590,0.214,0.189,-596
8275,7460,0.214,0.189,-468
8265,7329,0.214,0.189,-394
8255,7238,0.213,0.189,-246
8245,7147,0.213,0.189,-174
8235,7010,0.213,0.189,-104
8225,6883,0.213,0.189,0
8215,6789,0.212,0.189,37
8205,6666,0.211,0.187,145
8195,6491,0.21,0.184,197
8185,6273,0.21,0.179,294
8175,6049,0.208,0.173,339
8165,5804,0.206,0.165,392
8155,5521,0.203,0.156,498
8145,5201,0.199,0.146,550
8135,4882,0.194,0.134,630
