event_bits,evt_dial_neg,evt_dial_pos,evt_fn1_cur,evt_fn2_cur,evt_pause_cur,evt_trigger_cur,evt_vt03_online,fric_set,rc_s0,rc_s1,shoot_mode,tick_ms,trigger_cur,trigger_spd_set,vt03_toe
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642503,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642523,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642543,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642563,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642583,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642603,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642623,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642643,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642663,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642683,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642703,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642723,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642743,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642763,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642783,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642803,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642823,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642843,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642863,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642883,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642903,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642923,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642943,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642963,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,642983,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643003,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643023,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643043,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643063,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643083,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643103,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643123,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643143,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643163,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643183,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643203,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643223,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643243,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643263,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643283,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643303,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643323,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643343,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643363,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643383,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643403,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643423,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643443,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643463,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643483,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643503,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643523,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643543,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643563,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643583,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643603,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643623,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643643,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643663,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643683,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643703,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643723,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643743,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643763,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643783,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643803,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643823,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643843,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643863,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643883,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643903,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643923,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643943,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643963,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,643983,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644003,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644023,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644043,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644063,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644083,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644103,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644123,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644143,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644163,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644183,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644203,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644223,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644243,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644263,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644283,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644303,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644323,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644343,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644363,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644383,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644403,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644423,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644443,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644463,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644483,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644503,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644523,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644543,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644563,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644583,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644603,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644623,0,0.0,0
1048832,0,0,0,0,0,0,1,0.0,3,2,0,644643,0,0.0,0
