pitch_cur,pitch_gyro,pitch_rel,pitch_rel_set
-3222,0.031,-0.214,-0.174
-3186,-0.01,-0.215,-0.174
-3223,0.032,-0.214,-0.174
-3185,-0.012,-0.215,-0.174
-3217,0.025,-0.214,-0.174
-3186,-0.01,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3223,0.032,-0.214,-0.174
-3191,-0.004,-0.215,-0.174
-3190,-0.005,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3189,-0.006,-0.215,-0.174
-3191,-0.004,-0.215,-0.174
-3190,-0.005,-0.215,-0.174
-3220,0.028,-0.214,-0.174
-3219,0.027,-0.214,-0.174
-3185,-0.011,-0.215,-0.174
-3187,-0.008,-0.215,-0.174
-3222,0.03,-0.214,-0.174
-3222,0.031,-0.214,-0.174
-3191,-0.003,-0.215,-0.174
-3188,-0.008,-0.215,-0.174
-3185,-0.011,-0.215,-0.174
-3189,-0.006,-0.215,-0.174
-3219,0.027,-0.214,-0.174
-3187,-0.009,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3188,-0.007,-0.215,-0.174
-3191,-0.003,-0.215,-0.174
-3191,-0.004,-0.215,-0.174
-3192,-0.003,-0.215,-0.174
-3191,-0.004,-0.215,-0.174
-3186,-0.01,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3187,-0.008,-0.215,-0.174
-3223,0.032,-0.214,-0.174
-3185,-0.011,-0.215,-0.174
-3184,-0.012,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3188,-0.007,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3190,-0.005,-0.215,-0.174
-3191,-0.004,-0.215,-0.174
-3189,-0.006,-0.215,-0.174
-3185,-0.012,-0.215,-0.174
-3190,-0.005,-0.215,-0.174
-3190,-0.005,-0.215,-0.174
-3192,-0.002,-0.215,-0.174
-3189,-0.007,-0.215,-0.174
-3222,0.03,-0.214,-0.174
-3191,-0.004,-0.215,-0.174
-3190,-0.005,-0.215,-0.174
-3220,0.028,-0.214,-0.174
-3188,-0.007,-0.215,-0.174
-3221,0.03,-0.214,-0.174
-3219,0.028,-0.214,-0.174
-3191,-0.004,-0.215,-0.174
-3189,-0.006,-0.215,-0.174
-3223,0.033,-0.214,-0.174
-3189,-0.006,-0.215,-0.174
-3188,-0.007,-0.215,-0.174
-3189,-0.006,-0.215,-0.174
-3190,-0.006,-0.215,-0.174
-3190,-0.005,-0.215,-0.174
-3226,0.036,-0.214,-0.174
-3221,0.03,-0.214,-0.174
-3186,-0.01,-0.215,-0.174
-3189,-0.007,-0.215,-0.174
-3190,-0.006,-0.215,-0.174
-3190,-0.005,-0.215,-0.174
-3221,0.03,-0.214,-0.174
-3220,0.028,-0.214,-0.174
-3187,-0.008,-0.215,-0.174
-3185,-0.011,-0.215,-0.174
-3219,0.027,-0.214,-0.174
-3221,0.03,-0.214,-0.174
-3186,-0.01,-0.215,-0.174
-3191,-0.004,-0.215,-0.174
-3191,-0.004,-0.215,-0.174
-3191,-0.004,-0.215,-0.174
-3190,-0.005,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3216,0.023,-0.214,-0.174
-3219,0.027,-0.214,-0.174
-3189,-0.007,-0.215,-0.174
-3183,-0.014,-0.215,-0.174
-3187,-0.008,-0.215,-0.174
-3190,-0.005,-0.215,-0.174
-3186,-0.01,-0.215,-0.174
-3219,0.027,-0.214,-0.174
-3185,-0.011,-0.215,-0.174
-3190,-0.005,-0.215,-0.174
-3188,-0.007,-0.215,-0.174
-3189,-0.007,-0.215,-0.174
-3221,0.03,-0.214,-0.174
-3186,-0.01,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3189,-0.007,-0.215,-0.174
-3185,-0.011,-0.215,-0.174
-3190,-0.005,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3186,-0.01,-0.215,-0.174
-3188,-0.007,-0.215,-0.174
-3191,-0.004,-0.215,-0.174
-3185,-0.011,-0.215,-0.174
-3189,-0.006,-0.215,-0.174
-3186,-0.01,-0.215,-0.174
-3185,-0.012,-0.215,-0.174
-3184,-0.013,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3153,-0.049,-0.216,-0.174
-3189,-0.007,-0.215,-0.174
-3188,-0.008,-0.215,-0.174
-3188,-0.008,-0.215,-0.174
-3188,-0.007,-0.215,-0.174
-3189,-0.006,-0.215,-0.174
-3188,-0.007,-0.215,-0.174
-3188,-0.007,-0.215,-0.174
-3188,-0.008,-0.215,-0.174
-3189,-0.006,-0.215,-0.174
-3191,-0.004,-0.215,-0.174
-3223,0.032,-0.214,-0.174
-3188,-0.008,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3221,0.029,-0.214,-0.174
-3188,-0.008,-0.215,-0.174
-3188,-0.007,-0.215,-0.174
-3190,-0.005,-0.215,-0.174
-3189,-0.007,-0.215,-0.174
-3190,-0.005,-0.215,-0.174
-3189,-0.007,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3185,-0.011,-0.215,-0.174
-3187,-0.008,-0.215,-0.174
-3189,-0.006,-0.215,-0.174
-3190,-0.005,-0.215,-0.174
-3191,-0.004,-0.215,-0.174
-3191,-0.004,-0.215,-0.174
-3225,0.034,-0.214,-0.174
-3187,-0.008,-0.215,-0.174
-3191,-0.004,-0.215,-0.174
-3221,0.03,-0.214,-0.174
-3191,-0.004,-0.215,-0.174
-3188,-0.008,-0.215,-0.174
-3186,-0.01,-0.215,-0.174
-3187,-0.008,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3184,-0.013,-0.215,-0.174
-3186,-0.01,-0.215,-0.174
-3189,-0.007,-0.215,-0.174
-3224,0.033,-0.214,-0.174
-3190,-0.005,-0.215,-0.174
-3186,-0.01,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3189,-0.006,-0.215,-0.174
-3217,0.028,-0.215,-0.174
-3188,-0.008,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3189,-0.006,-0.215,-0.174
-3189,-0.007,-0.215,-0.174
-3189,-0.007,-0.215,-0.174
-3181,-0.016,-0.215,-0.174
-3213,0.019,-0.214,-0.174
-3183,-0.013,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3187,-0.009,-0.215,-0.174
-3187,-0.008,-0.215,-0.174
-3188,-0.007,-0.215,-0.174
-3192,-0.002,-0.215,-0.174
-3191,-0.003,-0.215,-0.174
-3186,-0.01,-0.215,-0.174
-3186,-0.009,-0.215,-0.174
-3186,-0.008,-0.215,-0.173
-3185,-0.006,-0.215,-0.173
-3178,-0.012,-0.215,-0.172
-3210,0.028,-0.214,-0.171
-3176,-0.004,-0.215,-0.17
-3174,-0.001,-0.215,-0.168
-3166,-0.004,-0.215,-0.166
-3160,-0.004,-0.215,-0.164
-3188,0.034,-0.214,-0.162
-3148,-0.002,-0.215,-0.16
-3141,-0.003,-0.215,-0.158
-3125,-0.014,-0.215,-0.156
