bullet_cnt,fric1_rpm,fric2_rpm,local_heat,shoot_mode,trigger_cur,trigger_ecd_fdb,trigger_ecd_set,trigger_spd,trigger_spd_set
43,4898,-4853,0.0,2,1030,13396184,13396184,0.0,5.0
43,4900,-4866,0.0,2,1030,13396184,13396184,0.0,5.0
43,4844,-4899,0.0,2,880,13396184,13396184,0.0,-5.0
43,4903,-4897,0.0,2,475,13396178,13396178,-0.011,-5.0
43,4879,-4904,0.0,2,57,13396151,13396151,-0.023,-5.0
43,4846,-4924,0.0,2,-360,13396107,13396107,-0.037,-5.0
43,4905,-4866,0.0,2,-792,13396062,13396062,-0.046,-5.0
43,4877,-4899,0.0,2,-1027,13395671,13395671,-0.391,-5.0
43,4896,-4866,0.0,2,-1018,13393613,13393613,-1.837,-5.0
43,4856,-4880,0.0,2,-1015,13390450,13390450,-2.335,-5.0
43,4905,-4910,0.0,2,-1019,13387677,13387677,-1.824,-5.0
43,4846,-4899,0.0,2,-1028,13386889,13386889,-0.205,-5.0
43,4859,-4878,0.0,2,-1030,13386894,13386894,0.002,-5.0
43,4905,-4895,0.0,2,-1029,13386894,13386894,0.0,-5.0
43,4894,-4920,0.0,2,-1030,13386895,13386895,0.0,-5.0
43,4865,-4906,0.0,2,-1030,13386895,13386895,0.0,-5.0
43,4871,-4876,0.0,2,-1030,13386895,13386895,0.0,-5.0
43,4879,-4897,0.0,2,-1030,13386895,13386895,0.0,-5.0
